Завод,Год отгрузки,Месяц,Дата фактической отгрузки,Цех,Стан,МЗК,Получатель МЗК,ОХ,Обозначение ВнешГрМт,Краткое наименование материала,Полное наименование материала,НТД трубы,НД на покрытие,НД на внутреннее покрытие,"Диаметр наружный, мм","Размер 1, мм","Размер 2, мм","Стенка, мм","Длина трубы, мм",Марка стали,Группа прочности,Тип Резьбы,Высадка,Признак термообрабоки,Вид труб-М1,Вид труб-М2,Вид труб-М3 Вид бизнеса,Вид труб-М4-Спец,"Вес, тн.",Валюта Документа,Валютный курс с/ф ТД,"Стоимость ТД без НДС, руб.","Цена ТД без НДС, руб./тн.",Инкотермс,"Инкотермс, Место",Код ТН ВЭД,Номер ГТД,Дата ГТД,Отдел Сбыта,ПФМ Код,ПФМ Текст,Куратор,Спецификация ТД-клиент,Внутр.номер Получателя,ОКПО получателя,ИНН получателя,Получатель,Адрес Получателя,Город Получателя,Регион Получателя,Страна Получателя,Станция назначения,Тип отгрузки,Внутр.номер Плательщика,ОКПО плательщика,ИНН плательщика,Плательщик,Город Плательщика,Страна Плательщика,ОКПО основного потребителя,Основной Потребитель,Регион ПОСТАВКИ РФ,Фед.округ РФ/ Регион мира,Страна назначения,Направление отгрузки,Отрасль Основного Потребителя,Подотрасль Основного Потребителя,Подотрасль потребителя 2 /продукт,Холдинги,Металлотрейдер,№ строки,Получатель рабочее наименование,Плательщик рабочее наименование,ЗРУ из КД,ИГК из КС,"Количество, м","Количество, шт.",Вид трубы Бизнес (M1),Сегмент Бизнес (M3)
ТАГМЕТ,2024,Декабрь,2024-12-08 00:00:00,ТСЦ 2,1205_ТЭСА5,-,-,-,ТрСврПрмШвнОбщНзнч,"ТпшОН ГОСТ10704 2ПС 76 3,5 Ц","Трубы прямошовные общего назначения ГОСТ 10705-80/ ГОСТ 10704-91 гр.В, D76,00 S3,50, МСт Ст2пс, ТС 14-157-248-2016, Покр ОЦИНКОВАННАЯ, ТУ 14-157-95-2024, Концовка: Прямой рез М/Д 7800",ГОСТ 10705-80/ ГОСТ 10704-91,-,-,76,,,3.5,7800,Ст2пс,,,-,,Св Общ,Оцинкованные,Св Пром,Оцинк,5.031,RUB,"1,00000",360640.44,71683.65,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ТРОФИМОВА О.Н.,4290,11005860,50444624,2308062557,"общество с ограниченной ответственностью ""Стройтрубосталь""",,г. Краснодар,Краснодарский край,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,50444624,Стройтрубосталь,Краснодарский край,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18501,Стройтрубосталь,ТД ТМК,-,-,780,100,Св Общ,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-06 00:00:00,ТСЦ 1,1204_ТЭСА,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 25(33,5) 2,8","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D33,50 Dусл25,00 S2,80, МСт Ст2пс, Резб без резьбы, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,33.5,,,2.8,7800,Ст2пс,,Без резьбы,-,,Св ВГП,ВГП,Св Пром,-,19.78,RUB,"1,00000",970950.75,49087.5,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛЕВЧЕНКО Т.Н.,4259,14000363,62491824,615402184039,Индивидуальный предприниматель Ковылина Инна Кирилловна,,г. Таганрог,Ростовская область,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,62491824,ИП Ковылина Инна Кирилловна,Ростовская область,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18519,ИП Ковылина Инна Кирилловна,ТД ТМК,-,-,9330.4,1197,Св ВГП,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 1,1204_ТЭСА,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 25(33,5) 2,8","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D33,50 Dусл25,00 S2,80, МСт Ст2пс, Резб без резьбы, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,33.5,,,2.8,7800,Ст2пс,,Без резьбы,-,,Св ВГП,ВГП,Св Пром,-,8.946,RUB,"1,00000",432169.18,48308.65,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ТРОФИМОВА О.Н.,4025,11005860,50444624,2308062557,"общество с ограниченной ответственностью ""Стройтрубосталь""",,г. Краснодар,Краснодарский край,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,50444624,Стройтрубосталь,Краснодарский край,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18520,Стройтрубосталь,ТД ТМК,-,-,4219.8,541,Св ВГП,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-07 00:00:00,ТПЦ,1203_PQF,МЗК,МЗК ОМЗ,-,ТрБесШвнГрДфрОбщНзнч,"ТгдОН ТС157-103 N80Q 177,8 9,19","Трубы горячедеформированные передельные ТС 157-103-2024, ГОСТ 31446-2017, D177,80 S9,19, ГрПрч N80 тип Q, Резб без резьбы Н/М 11000- 12000. PSL-1.",ТС 157-103-2024,-,-,177.8,,,9.19,0,32Г2У,N80 тип Q,Без резьбы,-,т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,51.838,RUB,"1,00000",4250716,82000,CPT,ст. Никель Южно-Уральской ж/д,-,,-,ПРО,1200-00-02,ПРО,МАРЯХИН Д.Ю.,634,11000856,07501107,5613000880,"Акционерное общество ""Орский машиностроительный завод""",,г. Орск,Оренбургская область,Россия,НИКЕЛЬ,Ж/д транспорт,11000856,07501107,5613000880,"Акционерное общество ""Орский машиностроительный завод""",г. Орск,Россия,07501107,Орский машиностроительный завод,Оренбургская область,Приволжский ФО,Россия,РФ,Кооперация,Кооперация РФ,-,ТМК,-,Т18521,Орский машиностроительный завод,Орский машиностроительный завод,-,-,1318.07,112,Гд Общ,Бш Пром/Seamless Ind
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 3,1206_АНПС,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 20(26,8) 2,8","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D26,80 Dусл20,00 S2,80, МСт Ст2пс, Резб без резьбы, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,26.8,,,2.8,7800,Ст2пс,,Без резьбы,-,,Св ВГП,ВГП,Св Пром,-,10.125,RUB,"1,00000",527343.82,52083.34,EXW,"АО ""ТАГМЕТ""",-,,-,ДПВР,3100-00-013,БН_ПФТ,ВОЛКОВ П.А.,Т-ЕМ-0003-2597,16008539,65432839,7717625418,"Обособленное подразделение ООО ""А ГРУПП"", в г Ростове-на-Дону",,г. Ростов-на-Дону,Ростовская область,Россия,,Самовывоз,11018654,87610460,7717625418,"Общество с ограниченной ответственностью ""А ГРУПП""",г. Москва,Россия,65432839,А ГРУПП,Ростовская область,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Сетевой трейдер,А ГРУПП,А ГРУПП,Т18524,А ГРУПП,А ГРУПП,-,-,6099.6,782,Св ВГП,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 2,1205_ТЭСА5,-,-,-,ТрСврПрмШвнОбщНзнч,"ТпшОН ГОСТ10704 2ПС 89 3,5 Ц","Трубы прямошовные общего назначения ГОСТ 10705-80/ ГОСТ 10704-91 гр.В, D89,00 S3,50, МСт Ст2пс, ТС 14-157-248-2016, Покр ОЦИНКОВАННАЯ, ТУ 14-157-95-2024, Концовка: Прямой рез М/Д 7800",ГОСТ 10705-80/ ГОСТ 10704-91,-,-,89,,,3.5,7800,Ст2пс,,,-,,Св Общ,Оцинкованные,Св Пром,Оцинк,4.979,RUB,"1,00000",360790.79,72462.5,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛОШКАРЕВ А.В.,4301,11015373,62432520,6318181938,"Общество с ограниченной ответственностью ""Сантехкомплект-С""",,г. Самара,Самарская область,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,62432520,Сантехкомплект-С,Самарская область,Приволжский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18533,Сантехкомплект-С,ТД ТМК,-,-,655.2,84,Св Общ,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 2,1205_ТЭСА5,-,-,-,ТрСврПрмШвнОбщНзнч,"ТпшОН ГОСТ10704 20 76 3,5 Ц","Трубы прямошовные общего назначения ГОСТ 10705-80/ ГОСТ 10704-91 гр.В, D76,00 S3,50, МСт 20, ТС 14-157-248-2016, Покр ОЦИНКОВАННАЯ, ТУ 14-157-95-2024, Концовка: Прямой рез М/Д 7800",ГОСТ 10705-80/ ГОСТ 10704-91,-,-,76,,,3.5,7800,20,,,-,,Св Общ,Оцинкованные,Св Пром,Оцинк,2.968,RUB,"1,00000",216456.24,72930,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛОШКАРЕВ А.В.,4301,11015373,62432520,6318181938,"Общество с ограниченной ответственностью ""Сантехкомплект-С""",,г. Самара,Самарская область,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,62432520,Сантехкомплект-С,Самарская область,Приволжский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18534,Сантехкомплект-С,ТД ТМК,-,-,460.2,59,Св Общ,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 3,1206_АНПС,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 20(26,8) 2,8","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D26,80 Dусл20,00 S2,80, МСт Ст2пс, Резб без резьбы, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,26.8,,,2.8,7800,Ст2пс,,Без резьбы,-,,Св ВГП,ВГП,Св Пром,-,11.894,RUB,"1,00000",602385.31,50646.15,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛОШКАРЕВ А.В.,4301,11015373,62432520,6318181938,"Общество с ограниченной ответственностью ""Сантехкомплект-С""",,г. Самара,Самарская область,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,62432520,Сантехкомплект-С,Самарская область,Приволжский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18535,Сантехкомплект-С,ТД ТМК,-,-,7165.2,1169,Св ВГП,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 2,1205_ТЭСА5,-,-,-,ТрСврПрмШвнОбщНзнч,"ТпшОН ГОСТ10704 2ПС 76 3,5 Ц","Трубы прямошовные общего назначения ГОСТ 10705-80/ ГОСТ 10704-91 гр.В, D76,00 S3,50, МСт Ст2пс, ТС 14-157-248-2016, Покр ОЦИНКОВАННАЯ, ТУ 14-157-95-2024, Концовка: Прямой рез М/Д 7800",ГОСТ 10705-80/ ГОСТ 10704-91,-,-,76,,,3.5,7800,Ст2пс,,,-,,Св Общ,Оцинкованные,Св Пром,Оцинк,10.968,RUB,"1,00000",811863.97,74021.15,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,РОГАЧЕВА А.В.,4332,11042548,28720894,2308256714,"Общество с ограниченной ответственностью Производственное объединение ""Трубное решение Краснодар""",,г. Краснодар,Краснодарский край,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,28720894,ПО Трубное решение Краснодар,Краснодарский край,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО. Локальный трейдер,-,-,ТД ТМК,Т18536,ПО Трубное решение Краснодар,ТД ТМК,-,-,1700.4,218,Св Общ,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-05 00:00:00,ТСЦ 1,1204_ТЭСА,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 25(33,5) 3,2","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D33,50 Dусл25,00 S3,20, МСт Ст2пс, Резб без резьбы, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,33.5,,,3.2,7800,Ст2пс,,Без резьбы,-,,Св ВГП,ВГП,Св Пром,-,20.041,RUB,"1,00000",1022813.28,51036.04,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ТРОФИМОВА О.Н,4319,11004518,46541578,6154083174,"Общество с ограниченной ответственностью ""МЕТАЛЛ-СЕРВИС""",,г. Таганрог,Ростовская область,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,46541578,Металл-Сервис,Ростовская область,Южный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18537,Металл-Сервис,ТД ТМК,-,-,8385,1075,Св ВГП,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-06 00:00:00,ТСЦ 2,1205_ТЭСА5,-,-,-,ТрСврПрмШвнОбщНзнч,"ТпшОН ГОСТ10704 20 76 3,5 Ц","Трубы прямошовные общего назначения ГОСТ 10705-80/ ГОСТ 10704-91 гр.В, D76,00 S3,50, МСт 20, ТС 14-157-248-2016, Покр ОЦИНКОВАННАЯ, ТУ 14-157-95-2024, Концовка: Прямой рез М/Д 7800",ГОСТ 10705-80/ ГОСТ 10704-91,-,-,76,,,3.5,7800,20,,,-,,Св Общ,Оцинкованные,Св Пром,Оцинк,10.062,RUB,"1,00000",729117.68,72462.5,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛОШКАРЕВ А.В.,4298,11044701,39252580,1616032178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАЛЛОКОМПЛЕКС ИНТЕГРАЛ-С""",,г. Казань,Республика Татарстан,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,39252580,Металлокомплекс Интеграл-С,Республика Татарстан,Приволжский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18538,Металлокомплекс Интеграл-С,ТД ТМК,-,-,1560,200,Св Общ,Св Пром/Welded Indus
ТАГМЕТ,2024,Декабрь,2024-12-06 00:00:00,ТСЦ 3,1206_АНПС,-,-,-,ТрСврПрмШвнВдГзПрвд,"ТпшВГП ГОСТ3262 2ПС 50(60) 3,5 Ц","Трубы прямошовные водогазопроводные ГОСТ 3262-75, D60,00 Dусл50,00 S3,50, МСт Ст2пс, Резб без резьбы, Покр ОЦИНКОВАННАЯ, ГОСТ 3262-75, Концовка: Прямой рез М/Д 7800",ГОСТ 3262-75,-,-,60,,,3.5,7800,Ст2пс,,Без резьбы,-,,Св ВГП,Оцинкованные,Св Пром,Оцинк,1.338,RUB,"1,00000",96954.83,72462.5,EXW,"АО ""ТАГМЕТ""",-,,-,ПРО,1200-00-02,ПРО,ЛОШКАРЕВ А.В.,4212,11044701,39252580,1616032178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАЛЛОКОМПЛЕКС ИНТЕГРАЛ-С""",,г. Казань,Республика Татарстан,Россия,,Самовывоз,2100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,39252580,Металлокомплекс Интеграл-С,Республика Татарстан,Приволжский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,Т18539,Металлокомплекс Интеграл-С,ТД ТМК,-,-,266,35,Св ВГП,Св Пром/Welded Indus
